9013819,QIS,1990,-1
9808650,QIS,1998,-1
17340520R,QIS,-1,-1
8201528,QIS,2008,2008
0225346,QIS,1969,2017
8710832,H,-1,-1
8707765,H,1987,1988
8612812,H,-1,-1
7909326,H,-1,-1
9427237,H,1975,1976
0037362,H,1977,1979
8302821,H,1983,1983
8906078,H,1989,1989
9892141,H,-1,-1
9201993,H,-1,-1
0361026,H,-1,-1
8510434,H,-1,-1
7805786,H,-1,-1
8712401,H,1987,1988
0152562,H,1975,1977
8602397,H,-1,-1
8703500,H,-1,-1
7508609,H,1975,1995
9880319,H,-1,-1
8802247,H,-1,-1
9008949,H,1989,1990
7507137,H,-1,-1
8505218,H,1985,1985
8505218,N,1985,1999
7700322,H,-1,-1
8400614,H,-1,-1
9013820,H,-1,-1
0043175,H,1975,1995
7600530,H,-1,-1
7804118,H,-1,-1
9014460,H,-1,-1
8100790,H,-1,-1
8903894,H,-1,-1
9876115,H,-1,-1
0236624,H,-1,-1
8500896,H,-1,-1
7901130,H,1978,1980
9426503,H,-1,-1
9011800,H,1990,1992
8405344,IM,2016,-1
0012445,IM,1966,1984
9607656,E,1996,1997
0412703,H,-1,-1
9105327,E,1992,2006
9877746,H,1978,1989
7505550,R,1974,1974
9881869,IM,2004,-1
101609393,IM,2013,-1
9886191,IM,2004,-1
101211035,IM,2004,2011
101616214,IM,2012,-1
9885960,IM,2004,-1
1274320,H,1978,1979
9890044,IM,2004,2012
9882735,IM,2001,-1
9891704,IM,2004,-1
17530130R,H,-1,-1
0063733,IM,1970,1984
8506951,IM,1985,1993
9877779,H,1977,1979
7902844,H,1978,1980
101770515,H,1983,1985
9875079,H,1978,1981
0221656,R,-1,-1
7613423,R,1973,1975
0233411,J,1978,1988
0374710,IM,1965,1971
0374710,R,1965,1971
8507466,H,1985,1985
9875395,H,1983,1984
8011626,H,1981,1983
8007156,H,1977,1983
9504687,H,1994,1998
9882762,H,1987,1992
7503029,H,1977,1980
0366543,IM,2000,-1
9877756,H,1977,1978
9878212,H,1979,1980
2985068R,H,1977,1980
0374715,IM,1965,1985
0250365,IM,1978,1994
0250365,R,1973,1977
0367714,IM,1973,1983
0331757,IM,1971,1987
9877780,H,1976,1977
0360047,IM,1973,1986
8208732,H,-1,-1
8611097,IM,1986,1992
